query_number,query_cursor,success,reviews_retrieved
1023,AoIIAAAAAH755qEB,1.0,100.0
1024,AoIIAAAAAHjWuaEB,1.0,100.0
1025,AoIIAAAAAHHkj6EB,1.0,100.0
1026,AoIIAAAAAHTN7aAB,1.0,100.0
1027,AoIIAAAAAHXBvqAB,1.0,100.0
1028,AoIIAAAAAHqUmqAB,1.0,100.0
1029,AoIIAAAAAH/e8Z8B,1.0,100.0
1030,AoIIAAAAAH%2BlxJ8B,1.0,100.0
1031,AoIIAAAAAH7Hn58B,1.0,100.0
1032,AoIIAAAAAH7g7p4B,1.0,100.0
1033,AoIIAAAAAHzxzZ4B,1.0,100.0
1034,AoIIAAAAAH3sqJ4B,1.0,100.0
1035,AoIIAAAAAH2Xg54B,1.0,100.0
1036,AoIIAAAAAHjE350B,1.0,100.0
1037,AoIIAAAAAH6Xup0B,1.0,100.0
1038,AoIIAAAAAH2RmJ0B,1.0,100.0
1039,AoIIAAAAAHXe/ZwB,1.0,100.0
1040,AoIIAAAAAHv435wB,1.0,100.0
1041,AoIIAAAAAHj2wpwB,1.0,100.0
1042,AoIIAAAAAHTloJwB,1.0,100.0
1043,AoIIAAAAAHbEh5wB,1.0,100.0
1044,AoIIAAAAAHGx5ZsB,1.0,100.0
1045,AoIIAAAAAHSRtpsB,1.0,100.0
1046,AoIIAAAAAHj4/ZoB,1.0,100.0
1047,AoIIAAAAAHq8yJoB,1.0,100.0
1048,AoIIAAAAAHqYnJoB,1.0,100.0
1049,AoIIAAAAAHGV65kB,1.0,100.0
1050,AoIIAAAAAHmHvpkB,1.0,100.0
1051,AoIIAAAAAHaQjJkB,1.0,100.0
1052,AoIIAAAAAHD0y5gB,1.0,100.0
1053,AoIIAAAAAHPHmpgB,1.0,100.0
1054,AoIIAAAAAHO38pcB,1.0,100.0
1055,AoIIAAAAAHquwJcB,1.0,100.0
1056,AoIIAAAAAH3NnZcB,1.0,100.0
1057,AoIIAAAAAHHl7pYB,1.0,100.0
1058,AoIIAAAAAHCKv5YB,1.0,100.0
1059,AoIIAAAAAHbJl5YB,1.0,100.0
1060,AoIIAAAAAHyj6ZUB,1.0,100.0
1061,AoIIAAAAAHWkxJUB,1.0,100.0
1062,AoIIAAAAAHaQmpUB,1.0,100.0
1063,AoIIAAAAAHTP9pQB,1.0,100.0
1064,AoIIAAAAAHy2zpQB,1.0,100.0
1065,AoIIAAAAAH/DnpQB,1.0,100.0
1066,AoIIAAAAAH/e/JMB,1.0,100.0
1067,AoIIAAAAAHTW2ZMB,1.0,100.0
1068,AoIIAAAAAHjBtZMB,1.0,100.0
1069,AoIIAAAAAHT6n5MB,1.0,100.0
1070,AoIIAAAAAHfP%2BpIB,1.0,100.0
1071,AoIIAAAAAHPw1ZIB,1.0,100.0
1072,AoIIAAAAAHOeq5IB,1.0,100.0
1073,AoIIAAAAAHXs/5EB,1.0,100.0
1074,AoIIAAAAAHC435EB,1.0,100.0
1075,AoIIAAAAAHa3v5EB,1.0,100.0
1076,AoIIAAAAAH2vn5EB,1.0,100.0
1077,AoIIAAAAAH2LgZEB,1.0,100.0
1078,AoIIAAAAAHP15pAB,1.0,100.0
1079,AoIIAAAAAHC61JAB,1.0,100.0
1080,AoIIAAAAAHbQz5AB,1.0,100.0
1081,AoIIAAAAAH%2BPxJAB,1.0,100.0
1082,AoIIAAAAAHOCtJAB,1.0,100.0
1083,AoIIAAAAAHLrqJAB,1.0,100.0
1084,AoIIAAAAAH6tnpAB,1.0,100.0
1085,AoIIAAAAAHn7ipAB,1.0,100.0
1086,AoIIAAAAAHz7/Y8B,1.0,100.0
1087,AoIIAAAAAHTv8o8B,1.0,100.0
1088,AoIIAAAAAHWD5I8B,1.0,100.0
1089,AoIIAAAAAHSP048B,1.0,100.0
1090,AoIIAAAAAHy6w48B,1.0,100.0
1091,AoIIAAAAAHTJuI8B,1.0,100.0
1092,AoIIAAAAAHbSro8B,1.0,100.0
1093,AoIIAAAAAHugoY8B,1.0,100.0
1094,AoIIAAAAAHDCkY8B,1.0,100.0
1095,AoIIAAAAAHfogY8B,1.0,100.0
1096,AoIIAAAAAHaA9I4B,1.0,100.0
1097,AoIIAAAAAHGG6o4B,1.0,100.0
1098,AoIIAAAAAHGQ3o4B,1.0,100.0
1099,AoIIAAAAAHPezo4B,1.0,100.0
1100,AoIIAAAAAHKqwo4B,1.0,100.0
1101,AoIIAAAAAHKHsY4B,1.0,100.0
1102,AoIIAAAAAH7Ooo4B,1.0,100.0
1103,AoIIAAAAAHLzlo4B,1.0,100.0
1104,AoIIAAAAAHPLjY4B,1.0,100.0
1105,AoIIAAAAAHKQhY4B,1.0,100.0
1106,AoIIAAAAAHam%2BY0B,1.0,100.0
1107,AoIIAAAAAHD3740B,1.0,100.0
1108,AoIIAAAAAH%2Bi5I0B,1.0,100.0
1109,AoIIAAAAAHDe1o0B,1.0,100.0
1110,AoIIAAAAAHPZyo0B,1.0,100.0
1111,AoIIAAAAAHm8vI0B,1.0,100.0
1112,AoIIAAAAAHLFrY0B,1.0,100.0
1113,AoIIAAAAAHmyno0B,1.0,100.0
1114,AoIIAAAAAHu2kY0B,1.0,100.0
1115,AoIIAAAAAHaAhY0B,1.0,100.0
1116,AoIIAAAAAHOy%2BowB,1.0,100.0
1117,AoIIAAAAAHuM7owB,1.0,100.0
1118,AoIIAAAAAHux5YwB,1.0,100.0
1119,AoIIAAAAAHGa3YwB,1.0,100.0
1120,AoIIAAAAAHrM1IwB,1.0,100.0
1121,AoIIAAAAAHy/zIwB,1.0,100.0
1122,AoIIAAAAAHelxYwB,1.0,100.0
1123,AoIIAAAAAH2CvIwB,1.0,100.0
1124,AoIIAAAAAH6MsIwB,1.0,100.0
1125,AoIIAAAAAHrZpIwB,1.0,100.0
1126,AoIIAAAAAHj5lowB,1.0,100.0
1127,AoIIAAAAAHOniYwB,1.0,100.0
1128,AoIIAAAAAHLF8YsB,1.0,100.0
1129,AoIIAAAAAH6HzIsB,1.0,100.0
1130,AoIIAAAAAHClrIsB,1.0,100.0
1131,AoIIAAAAAHSBkIsB,1.0,100.0
1132,AoIIAAAAAHvt6IoB,1.0,100.0
1133,AoIIAAAAAHbUyooB,1.0,100.0
1134,AoIIAAAAAHGRqIoB,1.0,100.0
1135,AoIIAAAAAHWphIoB,1.0,100.0
1136,AoIIAAAAAHzB54kB,1.0,100.0
1137,AoIIAAAAAHiIyYkB,1.0,100.0
1138,AoIIAAAAAHKzpokB,1.0,100.0
1139,AoIIAAAAAHCMh4kB,1.0,100.0
1140,AoIIAAAAAHPT6IgB,1.0,100.0
1141,AoIIAAAAAH61zIgB,1.0,100.0
1142,AoIIAAAAAHWouIgB,1.0,100.0
1143,AoIIAAAAAHP%2BqogB,1.0,100.0
1144,AoIIAAAAAHaVpIgB,1.0,100.0
1145,AoIIAAAAAHnajogB,1.0,100.0
1146,AoIIAAAAAH/w4ocB,1.0,100.0
1147,AoIIAAAAAHCluYcB,1.0,100.0
1148,AoIIAAAAAHbC%2BIYB,1.0,100.0
1149,AoIIAAAAAHCEvoYB,1.0,100.0
1150,AoIIAAAAAH7jlYYB,1.0,100.0
1151,AoIIAAAAAHTN7YUB,1.0,100.0
1152,AoIIAAAAAHG6z4UB,1.0,100.0
1153,AoIIAAAAAH37pIUB,1.0,100.0
1154,AoIIAAAAAH%2B47YQB,1.0,100.0
1155,AoIIAAAAAH3FwYQB,1.0,100.0
1156,AoIIAAAAAHq0mIQB,1.0,100.0
1157,AoIIAAAAAHaK7YMB,1.0,100.0
1158,AoIIAAAAAHf5woMB,1.0,100.0
1159,AoIIAAAAAHrEiYMB,1.0,100.0
1160,AoIIAAAAAHLZ3IIB,1.0,100.0
1161,AoIIAAAAAHbAsoIB,1.0,100.0
1162,AoIIAAAAAHzUh4IB,1.0,100.0
1163,AoIIAAAAAHqj5IEB,1.0,100.0
1164,AoIIAAAAAHG2toEB,1.0,100.0
1165,AoIIAAAAAHWSjYEB,1.0,100.0
1166,AoIIAAAAAHPL64AB,1.0,100.0
1167,AoIIAAAAAHaDw4AB,1.0,100.0
1168,AoIIAAAAAHmGnoAB,1.0,100.0
1169,AoIIAAAAAHzo%2BX8%3D,1.0,100.0
1170,AoIIAAAAAH7Jxn8%3D,1.0,100.0
1171,AoIIAAAAAH7ZlH8%3D,1.0,100.0
1172,AoIIAAAAAHfozH4%3D,1.0,100.0
1173,AoIIAAAAAHLVh34%3D,1.0,100.0
1174,AoIIAAAAAHfjxn0%3D,1.0,100.0
1175,AoIIAAAAAHfX9Xw%3D,1.0,100.0
1176,AoIIAAAAAHP2iXw%3D,1.0,100.0
1177,AoIIAAAAAHP7tns%3D,1.0,100.0
1178,AoIIAAAAAH%2Bx7Ho%3D,1.0,100.0
1179,AoIIAAAAAHyboHo%3D,1.0,100.0
1180,AoIIAAAAAHfH1Hk%3D,1.0,100.0
1181,AoIIAAAAAHnbo3k%3D,1.0,100.0
1182,AoIIAAAAAHS853g%3D,1.0,100.0
1183,AoIIAAAAAHbjoXg%3D,1.0,100.0
1184,AoIIAAAAAHvG4Xc%3D,1.0,100.0
1185,AoIIAAAAAHHBpXc%3D,1.0,100.0
1186,AoIIAAAAAHTV7nY%3D,1.0,100.0
1187,AoIIAAAAAH6QvnY%3D,1.0,100.0
1188,AoIIAAAAAHb8kXY%3D,1.0,100.0
1189,AoIIAAAAAHWg5HU%3D,1.0,100.0
1190,AoIIAAAAAH6KuXU%3D,1.0,100.0
1191,AoIIAAAAAHryjnU%3D,1.0,100.0
1192,AoIIAAAAAH231XQ%3D,1.0,100.0
1193,AoIIAAAAAHGYlnQ%3D,1.0,100.0
1194,AoIIAAAAAHvfxHM%3D,1.0,100.0
1195,AoIIAAAAAHnM/HI%3D,1.0,100.0
1196,AoIIAAAAAHO0uHI%3D,1.0,100.0
1197,AoIIAAAAAHer93E%3D,1.0,100.0
1198,AoIIAAAAAHf0pXE%3D,1.0,100.0
1199,AoIIAAAAAHW36XA%3D,1.0,100.0
1200,AoIIAAAAAHD2tnA%3D,1.0,100.0
1201,AoIIAAAAAHeY428%3D,1.0,100.0
1202,AoIIAAAAAHadsG8%3D,1.0,100.0
1203,AoIIAAAAAH/M/G4%3D,1.0,100.0
1204,AoIIAAAAAHz/vW4%3D,1.0,100.0
1205,AoIIAAAAAHb/gW4%3D,1.0,100.0
1206,AoIIAAAAAHrWxG0%3D,1.0,100.0
1207,AoIIAAAAAH68gW0%3D,1.0,100.0
1208,AoIIAAAAAHfj2Gw%3D,1.0,100.0
1209,AoIIAAAAAHGdqGw%3D,1.0,100.0
1210,AoIIAAAAAH%2BE%2BGs%3D,1.0,100.0
1211,AoIIAAAAAHOKyGs%3D,1.0,100.0
1212,AoIIAAAAAHaMpWs%3D,1.0,100.0
1213,AoIIAAAAAH%2Bs/Go%3D,1.0,100.0
1214,AoIIAAAAAHjJ6Go%3D,1.0,100.0
1215,AoIIAAAAAHvx0Wo%3D,1.0,100.0
1216,AoIIAAAAAHSdt2o%3D,1.0,100.0
1217,AoIIAAAAAHuLpWo%3D,1.0,100.0
1218,AoIIAAAAAHCIimo%3D,1.0,100.0
1219,AoIIAAAAAHub8Gk%3D,1.0,100.0
1220,AoIIAAAAAHO31mk%3D,1.0,100.0
1221,AoIIAAAAAHG6umk%3D,1.0,100.0
1222,AoIIAAAAAHPDpGk%3D,1.0,100.0
1223,AoIIAAAAAHLakmk%3D,1.0,100.0
1224,AoIIAAAAAHKq/Wg%3D,1.0,100.0
1225,AoIIAAAAAHOm4mg%3D,1.0,100.0
1226,AoIIAAAAAHXBymg%3D,1.0,100.0
1227,AoIIAAAAAHDNt2g%3D,1.0,100.0
1228,AoIIAAAAAH2PqGg%3D,1.0,100.0
1229,AoIIAAAAAHyklWg%3D,1.0,100.0
1230,AoIIAAAAAHC/%2B2c%3D,1.0,100.0
1231,AoIIAAAAAHWw42c%3D,1.0,100.0
1232,AoIIAAAAAHTPyWc%3D,1.0,100.0
1233,AoIIAAAAAH3psWc%3D,1.0,100.0
1234,AoIIAAAAAHjXoGc%3D,1.0,100.0
1235,AoIIAAAAAHKGkWc%3D,1.0,100.0
1236,AoIIAAAAAHDpgWc%3D,1.0,100.0
1237,AoIIAAAAAHDC8mY%3D,1.0,100.0
1238,AoIIAAAAAHOu4mY%3D,1.0,100.0
1239,AoIIAAAAAHT30mY%3D,1.0,100.0
1240,AoIIAAAAAHrvvmY%3D,1.0,100.0
1241,AoIIAAAAAHXjp2Y%3D,1.0,100.0
1242,AoIIAAAAAHiai2Y%3D,1.0,100.0
1243,AoIIAAAAAHqv6GU%3D,1.0,100.0
1244,AoIIAAAAAHOTq2U%3D,1.0,100.0
1245,AoIIAAAAAH6992Q%3D,1.0,100.0
1246,AoIIAAAAAHf8rGQ%3D,1.0,100.0
1247,AoIIAAAAAHGL9mM%3D,1.0,100.0
1248,AoIIAAAAAHPbxWM%3D,1.0,100.0
1249,AoIIAAAAAH2jiWM%3D,1.0,100.0
1250,AoIIAAAAAHW6y2I%3D,1.0,100.0
1251,AoIIAAAAAH22jGI%3D,1.0,100.0
1252,AoIIAAAAAHbHxmE%3D,1.0,100.0
1253,AoIIAAAAAH7CnWE%3D,1.0,100.0
1254,AoIIAAAAAH6E82A%3D,1.0,100.0
1255,AoIIAAAAAH/QymA%3D,1.0,100.0
1256,AoIIAAAAAHWMnGA%3D,1.0,100.0
1257,AoIIAAAAAHKa418%3D,1.0,100.0
1258,AoIIAAAAAHfqs18%3D,1.0,100.0
1259,AoIIAAAAAHvqiV8%3D,1.0,100.0
1260,AoIIAAAAAHiY0F4%3D,1.0,100.0
1261,AoIIAAAAAH3Do14%3D,1.0,100.0
1262,AoIIAAAAAHGv8F0%3D,1.0,100.0
1263,AoIIAAAAAHCaxl0%3D,1.0,100.0
1264,AoIIAAAAAHWXk10%3D,1.0,100.0
1265,AoIIAAAAAHP671w%3D,1.0,100.0
1266,AoIIAAAAAHa4xFw%3D,1.0,100.0
1267,AoIIAAAAAHfVjFw%3D,1.0,100.0
1268,AoIIAAAAAHK03Vs%3D,1.0,100.0
1269,AoIIAAAAAHO/o1s%3D,1.0,100.0
1270,AoIIAAAAAHaf91o%3D,1.0,100.0
1271,AoIIAAAAAHSvv1o%3D,1.0,100.0
1272,AoIIAAAAAHe1j1o%3D,1.0,100.0
1273,AoIIAAAAAHyD5Fk%3D,1.0,100.0
1274,AoIIAAAAAHmvulk%3D,1.0,100.0
1275,AoIIAAAAAHPRm1k%3D,1.0,100.0
1276,AoIIAAAAAHq28Fg%3D,1.0,100.0
1277,AoIIAAAAAHOvu1g%3D,1.0,100.0
1278,AoIIAAAAAHjsiVg%3D,1.0,100.0
1279,AoIIAAAAAHKr2Fc%3D,1.0,100.0
1280,AoIIAAAAAHmoqFc%3D,1.0,99.0
1281,AoIIAAAAAHub%2B1Y%3D,1.0,100.0
1282,AoIIAAAAAHH%2B2FY%3D,1.0,100.0
1283,AoIIAAAAAHT/rVY%3D,1.0,100.0
1284,AoIIAAAAAHjMjFY%3D,1.0,100.0
1285,AoIIAAAAAHnh2lU%3D,1.0,100.0
1286,AoIIAAAAAHfXrVU%3D,1.0,100.0
1287,AoIIAAAAAH2mgFU%3D,1.0,100.0
1288,AoIIAAAAAHeE3FQ%3D,1.0,100.0
1289,AoIIAAAAAHGetVQ%3D,1.0,100.0
1290,AoIIAAAAAHPPmlQ%3D,1.0,100.0
1291,AoIIAAAAAHbS/VM%3D,1.0,100.0
1292,AoIIAAAAAHuL31M%3D,1.0,100.0
1293,AoIIAAAAAHLbvFM%3D,1.0,100.0
1294,AoIIAAAAAH%2Ben1M%3D,1.0,100.0
1295,AoIIAAAAAHLC71I%3D,1.0,100.0
1296,AoIIAAAAAHXD1lI%3D,1.0,100.0
1297,AoIIAAAAAHjMwFI%3D,1.0,100.0
1298,AoIIAAAAAHmamFI%3D,1.0,100.0
1299,AoIIAAAAAHzu%2BFE%3D,1.0,100.0
1300,AoIIAAAAAHSoz1E%3D,1.0,100.0
1301,AoIIAAAAAHr3sFE%3D,1.0,100.0
1302,AoIIAAAAAHmLklE%3D,1.0,100.0
1303,AoIIAAAAAHGr7FA%3D,1.0,100.0
1304,AoIIAAAAAHD0x1A%3D,1.0,100.0
1305,AoIIAAAAAHjkolA%3D,1.0,100.0
1306,AoIIAAAAAHCS%2Bk8%3D,1.0,100.0
1307,AoIIAAAAAHvw2E8%3D,1.0,100.0
1308,AoIIAAAAAH/2uk8%3D,1.0,100.0
1309,AoIIAAAAAHLAjU8%3D,1.0,100.0
1310,AoIIAAAAAHSU804%3D,1.0,100.0
1311,AoIIAAAAAHmO104%3D,1.0,100.0
1312,AoIIAAAAAHK7tE4%3D,1.0,100.0
1313,AoIIAAAAAHGCmE4%3D,1.0,100.0
1314,AoIIAAAAAHDf8E0%3D,1.0,100.0
1315,AoIIAAAAAHKhxE0%3D,1.0,100.0
1316,AoIIAAAAAH6QmU0%3D,1.0,100.0
1317,AoIIAAAAAHHw4kw%3D,1.0,100.0
1318,AoIIAAAAAH2Hrkw%3D,1.0,100.0
1319,AoIIAAAAAHzKg0w%3D,1.0,100.0
1320,AoIIAAAAAHyI4Us%3D,1.0,100.0
1321,AoIIAAAAAHPvxUs%3D,1.0,100.0
1322,AoIIAAAAAHG/pUs%3D,1.0,100.0
1323,AoIIAAAAAHb2hks%3D,1.0,100.0
1324,AoIIAAAAAHWp4Eo%3D,1.0,100.0
1325,AoIIAAAAAHuWwko%3D,1.0,100.0
1326,AoIIAAAAAH7Jqko%3D,1.0,100.0
1327,AoIIAAAAAHiQhUo%3D,1.0,100.0
1328,AoIIAAAAAHPVzkk%3D,1.0,100.0
1329,AoIIAAAAAHnbq0k%3D,1.0,100.0
1330,AoIIAAAAAHfpgkk%3D,1.0,100.0
1331,AoIIAAAAAHzF4Ug%3D,1.0,100.0
1332,AoIIAAAAAH3LwUg%3D,1.0,100.0
1333,AoIIAAAAAHbplkg%3D,1.0,100.0
1334,AoIIAAAAAHDW6Uc%3D,1.0,100.0
1335,AoIIAAAAAH%2BDvkc%3D,1.0,100.0
1336,AoIIAAAAAHuDo0c%3D,1.0,100.0
1337,AoIIAAAAAH3R/EY%3D,1.0,100.0
1338,AoIIAAAAAHGH2kY%3D,1.0,100.0
1339,AoIIAAAAAH2gsUY%3D,1.0,100.0
1340,AoIIAAAAAH2Ti0Y%3D,1.0,100.0
1341,AoIIAAAAAH6l%2BEU%3D,1.0,100.0
1342,AoIIAAAAAHDs3UU%3D,1.0,100.0
1343,AoIIAAAAAHqgvEU%3D,1.0,100.0
1344,AoIIAAAAAHjLl0U%3D,1.0,100.0
1345,AoIIAAAAAHb07kQ%3D,1.0,100.0
1346,AoIIAAAAAH39w0Q%3D,1.0,100.0
1347,AoIIAAAAAHr%2BmkQ%3D,1.0,100.0
1348,AoIIAAAAAH2s8kM%3D,1.0,100.0
1349,AoIIAAAAAHvkyUM%3D,1.0,100.0
1350,AoIIAAAAAHivqUM%3D,1.0,100.0
1351,AoIIAAAAAHfjhkM%3D,1.0,100.0
1352,AoIIAAAAAHuQ40I%3D,1.0,100.0
1353,AoIIAAAAAHSax0I%3D,1.0,100.0
1354,AoIIAAAAAHv/rkI%3D,1.0,100.0
1355,AoIIAAAAAHX2lUI%3D,1.0,100.0
1356,AoIIAAAAAHal9kE%3D,1.0,100.0
1357,AoIIAAAAAHrbzEE%3D,1.0,100.0
1358,AoIIAAAAAHqVr0E%3D,1.0,100.0
1359,AoIIAAAAAHDRj0E%3D,1.0,100.0
1360,AoIIAAAAAHug6EA%3D,1.0,100.0
1361,AoIIAAAAAHrQvUA%3D,1.0,100.0
1362,AoIIAAAAAHyfj0A%3D,1.0,100.0
1363,AoIIAAAAAH7v3T8%3D,1.0,100.0
1364,AoIIAAAAAHHmrD8%3D,1.0,100.0
1365,AoIIAAAAAHWQ8j4%3D,1.0,100.0
1366,AoIIAAAAAHHjtz4%3D,1.0,100.0
1367,AoIIAAAAAHLPiT4%3D,1.0,100.0
1368,AoIIAAAAAHmI4D0%3D,1.0,100.0
1369,AoIIAAAAAH3vqT0%3D,1.0,100.0
1370,AoIIAAAAAHzoiD0%3D,1.0,100.0
1371,AoIIAAAAAHTV5Tw%3D,1.0,100.0
1372,AoIIAAAAAHHMyTw%3D,1.0,100.0
1373,AoIIAAAAAHjerTw%3D,1.0,100.0
1374,AoIIAAAAAHvzjzw%3D,1.0,100.0
1375,AoIIAAAAAHau4Ts%3D,1.0,100.0
1376,AoIIAAAAAHm4rzs%3D,1.0,100.0
1377,AoIIAAAAAHabiDs%3D,1.0,100.0
1378,AoIIAAAAAHDu4jo%3D,1.0,100.0
1379,AoIIAAAAAHHgvTo%3D,1.0,100.0
1380,AoIIAAAAAHD8lzo%3D,1.0,100.0
1381,AoIIAAAAAHqC8zk%3D,1.0,100.0
1382,AoIIAAAAAHyezjk%3D,1.0,100.0
1383,AoIIAAAAAHP9sTk%3D,1.0,100.0
1384,AoIIAAAAAHy2mTk%3D,1.0,100.0
1385,AoIIAAAAAH/K9jg%3D,1.0,100.0
1386,AoIIAAAAAHPaxTg%3D,1.0,100.0
1387,AoIIAAAAAHaXnjg%3D,1.0,100.0
1388,AoIIAAAAAHqM7Dc%3D,1.0,100.0
1389,AoIIAAAAAHKltzc%3D,1.0,100.0
1390,AoIIAAAAAHTlkDc%3D,1.0,100.0
1391,AoIIAAAAAHCj4DY%3D,1.0,100.0
1392,AoIIAAAAAHKbvjY%3D,1.0,100.0
1393,AoIIAAAAAHzxizY%3D,1.0,100.0
1394,AoIIAAAAAHy%2B6jU%3D,1.0,100.0
1395,AoIIAAAAAH%2BvvDU%3D,1.0,100.0
1396,AoIIAAAAAHHrkjU%3D,1.0,100.0
1397,AoIIAAAAAHSI7zQ%3D,1.0,100.0
1398,AoIIAAAAAHelvjQ%3D,1.0,100.0
1399,AoIIAAAAAHqqizQ%3D,1.0,100.0
1400,AoIIAAAAAHyA2jM%3D,1.0,100.0
1401,AoIIAAAAAHqwpjM%3D,1.0,100.0
1402,AoIIAAAAAHeDhzM%3D,1.0,100.0
1403,AoIIAAAAAHjU8DI%3D,1.0,100.0
1404,AoIIAAAAAHbK0TI%3D,1.0,100.0
1405,AoIIAAAAAHbovTI%3D,1.0,100.0
1406,AoIIAAAAAHOJnjI%3D,1.0,100.0
1407,AoIIAAAAAHfA%2BzE%3D,1.0,100.0
1408,AoIIAAAAAH%2B04jE%3D,1.0,100.0
1409,AoIIAAAAAHaTxTE%3D,1.0,100.0
1410,AoIIAAAAAH2oqTE%3D,1.0,100.0
1411,AoIIAAAAAH/khDE%3D,1.0,100.0
1412,AoIIAAAAAH7m2jA%3D,1.0,100.0
1413,AoIIAAAAAHn6wjA%3D,1.0,100.0
1414,AoIIAAAAAHb6qzA%3D,1.0,100.0
1415,AoIIAAAAAHC5mDA%3D,1.0,100.0
1416,AoIIAAAAAHj1%2By8%3D,1.0,100.0
1417,AoIIAAAAAHjz0C8%3D,1.0,100.0
1418,AoIIAAAAAHyPry8%3D,1.0,100.0
1419,AoIIAAAAAHWclC8%3D,1.0,100.0
1420,AoIIAAAAAHaW9S4%3D,1.0,100.0
1421,AoIIAAAAAHTW3C4%3D,1.0,100.0
1422,AoIIAAAAAHuxyC4%3D,1.0,100.0
1423,AoIIAAAAAHjMry4%3D,1.0,100.0
1424,AoIIAAAAAHKGky4%3D,1.0,100.0
1425,AoIIAAAAAHDE9S0%3D,1.0,100.0
1426,AoIIAAAAAHWa2C0%3D,1.0,100.0
1427,AoIIAAAAAHKPwi0%3D,1.0,100.0
1428,AoIIAAAAAHy8tC0%3D,1.0,100.0
1429,AoIIAAAAAHeHny0%3D,1.0,100.0
1430,AoIIAAAAAH7J/iw%3D,1.0,100.0
1431,AoIIAAAAAHnJ4Sw%3D,1.0,100.0
1432,AoIIAAAAAHPIxiw%3D,1.0,100.0
1433,AoIIAAAAAHnwniw%3D,1.0,100.0
1434,AoIIAAAAAHTl/Ss%3D,1.0,100.0
1435,AoIIAAAAAHHL3ys%3D,1.0,100.0
1436,AoIIAAAAAHvPxSs%3D,1.0,100.0
1437,AoIIAAAAAHbirSs%3D,1.0,100.0
1438,AoIIAAAAAH7jnCs%3D,1.0,100.0
1439,AoIIAAAAAHXukSs%3D,1.0,100.0
1440,AoIIAAAAAHyy5So%3D,1.0,100.0
1441,AoIIAAAAAHXUsSo%3D,1.0,100.0
1442,AoIIAAAAAHGHjyo%3D,1.0,100.0
1443,AoIIAAAAAH6S3yk%3D,1.0,100.0
1444,AoIIAAAAAHXWuyk%3D,1.0,100.0
1445,AoIIAAAAAH%2BtlCk%3D,1.0,100.0
1446,AoIIAAAAAHKq8ig%3D,1.0,100.0
1447,AoIIAAAAAHm2zSg%3D,1.0,100.0
1448,AoIIAAAAAH%2BxsSg%3D,1.0,100.0
1449,AoIIAAAAAHbxlyg%3D,1.0,100.0
1450,AoIIAAAAAHH5/ic%3D,1.0,100.0
1451,AoIIAAAAAHCA3Sc%3D,1.0,100.0
1452,AoIIAAAAAHqWvyc%3D,1.0,100.0
1453,AoIIAAAAAHn8oSc%3D,1.0,100.0
1454,AoIIAAAAAHPz%2ByY%3D,1.0,100.0
1455,AoIIAAAAAHDbziY%3D,1.0,100.0
1456,AoIIAAAAAHGWsiY%3D,1.0,100.0
1457,AoIIAAAAAHH6jSY%3D,1.0,100.0
1458,AoIIAAAAAHft8SU%3D,1.0,100.0
1459,AoIIAAAAAH7p1iU%3D,1.0,100.0
1460,AoIIAAAAAHeZwCU%3D,1.0,100.0
1461,AoIIAAAAAHfctSU%3D,1.0,100.0
1462,AoIIAAAAAHerqSU%3D,1.0,100.0
1463,AoIIAAAAAHzRlCU%3D,1.0,100.0
1464,AoIIAAAAAHjv%2ByQ%3D,1.0,100.0
1465,AoIIAAAAAHjQ3iQ%3D,1.0,100.0
1466,AoIIAAAAAHjNoiQ%3D,1.0,100.0
1467,AoIIAAAAAH/a9yM%3D,1.0,100.0
1468,AoIIAAAAAHCt3yM%3D,1.0,100.0
1469,AoIIAAAAAHeeyCM%3D,1.0,100.0
1470,AoIIAAAAAH/lqyM%3D,1.0,100.0
1471,AoIIAAAAAH6LlyM%3D,1.0,100.0
1472,AoIIAAAAAH34giM%3D,1.0,100.0
1473,AoIIAAAAAHiy8iI%3D,1.0,100.0
1474,AoIIAAAAAHGs4CI%3D,1.0,100.0
1475,AoIIAAAAAH6F0SI%3D,1.0,100.0
1476,AoIIAAAAAHHfxSI%3D,1.0,100.0
1477,AoIIAAAAAH%2BYtyI%3D,1.0,100.0
1478,AoIIAAAAAHKnrCI%3D,1.0,100.0
1479,AoIIAAAAAHapoCI%3D,1.0,100.0
1480,AoIIAAAAAHSdgiI%3D,1.0,100.0
1481,AoIIAAAAAH6H6SE%3D,1.0,100.0
1482,AoIIAAAAAHvv0SE%3D,1.0,100.0
1483,AoIIAAAAAHvPuCE%3D,1.0,100.0
1484,AoIIAAAAAHSznSE%3D,1.0,100.0
1485,AoIIAAAAAHeCgyE%3D,1.0,100.0
1486,AoIIAAAAAH3T5yA%3D,1.0,100.0
1487,AoIIAAAAAHO/zCA%3D,1.0,100.0
1488,AoIIAAAAAH3qtCA%3D,1.0,100.0
1489,AoIIAAAAAH%2BjmSA%3D,1.0,100.0
1490,AoIIAAAAAHiG/B8%3D,1.0,100.0
1491,AoIIAAAAAHKX3x8%3D,1.0,100.0
1492,AoIIAAAAAHaIvx8%3D,1.0,100.0
1493,AoIIAAAAAHedpx8%3D,1.0,100.0
1494,AoIIAAAAAHaylB8%3D,1.0,100.0
1495,AoIIAAAAAHzHhR8%3D,1.0,100.0
1496,AoIIAAAAAHnY9R4%3D,1.0,100.0
1497,AoIIAAAAAH3x3h4%3D,1.0,100.0
