query_number,query_cursor,success,reviews_retrieved
503,AoIIAAAAAHGe2PEB,1.0,100.0
504,AoIIAAAAAH70t/EB,1.0,100.0
505,AoIIAAAAAH7LjvEB,1.0,100.0
506,AoIIAAAAAH706vAB,1.0,100.0
507,AoIIAAAAAHXDyvAB,1.0,100.0
508,AoIIAAAAAHTFpfAB,1.0,100.0
509,AoIIAAAAAHHoifAB,1.0,100.0
510,AoIIAAAAAH2F5O8B,1.0,100.0
511,AoIIAAAAAHG1xe8B,1.0,100.0
512,AoIIAAAAAH7Pne8B,1.0,100.0
513,AoIIAAAAAHX15e4B,1.0,100.0
514,AoIIAAAAAH6vw%2B4B,1.0,100.0
515,AoIIAAAAAHTGmO4B,1.0,100.0
516,AoIIAAAAAHvd8%2B0B,1.0,100.0
517,AoIIAAAAAHi00u0B,1.0,100.0
518,AoIIAAAAAHfzuO0B,1.0,100.0
519,AoIIAAAAAHLWmO0B,1.0,100.0
520,AoIIAAAAAHC3/OwB,1.0,100.0
521,AoIIAAAAAHu94ewB,1.0,100.0
522,AoIIAAAAAHGsxewB,1.0,100.0
523,AoIIAAAAAH%2BarewB,1.0,100.0
524,AoIIAAAAAHaTlewB,1.0,100.0
525,AoIIAAAAAHHb/esB,1.0,100.0
526,AoIIAAAAAHeh4usB,1.0,100.0
527,AoIIAAAAAHD4yusB,1.0,100.0
528,AoIIAAAAAHy6qOsB,1.0,100.0
529,AoIIAAAAAHPwjusB,1.0,100.0
530,AoIIAAAAAHKw9OoB,1.0,100.0
531,AoIIAAAAAHrK0eoB,1.0,100.0
532,AoIIAAAAAHC9suoB,1.0,100.0
533,AoIIAAAAAH/UlOoB,1.0,100.0
534,AoIIAAAAAHLj8ekB,1.0,100.0
535,AoIIAAAAAHuW0ukB,1.0,100.0
536,AoIIAAAAAHTStukB,1.0,100.0
537,AoIIAAAAAHGDl%2BkB,1.0,100.0
538,AoIIAAAAAHfR/egB,1.0,100.0
539,AoIIAAAAAHeI5OgB,1.0,100.0
540,AoIIAAAAAH//yegB,1.0,100.0
541,AoIIAAAAAHLWs%2BgB,1.0,100.0
542,AoIIAAAAAHD3nOgB,1.0,100.0
543,AoIIAAAAAHSb/ecB,1.0,100.0
544,AoIIAAAAAH7T6OcB,1.0,100.0
545,AoIIAAAAAHnFzucB,1.0,100.0
546,AoIIAAAAAH7PuucB,1.0,100.0
547,AoIIAAAAAHOco%2BcB,1.0,100.0
548,AoIIAAAAAH%2BXjOcB,1.0,100.0
549,AoIIAAAAAH79%2BOYB,1.0,100.0
550,AoIIAAAAAHeQ4uYB,1.0,100.0
551,AoIIAAAAAH2Z1OYB,1.0,100.0
552,AoIIAAAAAHfmvuYB,1.0,100.0
553,AoIIAAAAAHHWq%2BYB,1.0,100.0
554,AoIIAAAAAHLgnOYB,1.0,100.0
555,AoIIAAAAAHDLguYB,1.0,100.0
556,AoIIAAAAAHuy8uUB,1.0,100.0
557,AoIIAAAAAHyn2eUB,1.0,100.0
558,AoIIAAAAAHGxyOUB,1.0,100.0
559,AoIIAAAAAHest%2BUB,1.0,100.0
560,AoIIAAAAAHv9qeUB,1.0,100.0
561,AoIIAAAAAH2lnuUB,1.0,100.0
562,AoIIAAAAAHKkkOUB,1.0,100.0
563,AoIIAAAAAHLShOUB,1.0,100.0
564,AoIIAAAAAHXo9OQB,1.0,100.0
565,AoIIAAAAAHC24%2BQB,1.0,100.0
566,AoIIAAAAAH2D0%2BQB,1.0,100.0
567,AoIIAAAAAHaYxeQB,1.0,100.0
568,AoIIAAAAAHGQtOQB,1.0,100.0
569,AoIIAAAAAHaoquQB,1.0,100.0
570,AoIIAAAAAHymmeQB,1.0,100.0
571,AoIIAAAAAHvujeQB,1.0,100.0
572,AoIIAAAAAHKbguQB,1.0,100.0
573,AoIIAAAAAHa39OMB,1.0,100.0
574,AoIIAAAAAHGM4uMB,1.0,100.0
575,AoIIAAAAAHCJyuMB,1.0,100.0
576,AoIIAAAAAHDgt%2BMB,1.0,100.0
577,AoIIAAAAAHH7oOMB,1.0,100.0
578,AoIIAAAAAHXwiOMB,1.0,100.0
579,AoIIAAAAAH7v8eIB,1.0,100.0
580,AoIIAAAAAHL%2B3eIB,1.0,100.0
581,AoIIAAAAAHDDxOIB,1.0,100.0
582,AoIIAAAAAH/ZseIB,1.0,100.0
583,AoIIAAAAAH%2BJm%2BIB,1.0,100.0
584,AoIIAAAAAHf7guIB,1.0,100.0
585,AoIIAAAAAHKM6eEB,1.0,100.0
586,AoIIAAAAAHXU0uEB,1.0,100.0
587,AoIIAAAAAHWEvuEB,1.0,100.0
588,AoIIAAAAAHOztOEB,1.0,100.0
589,AoIIAAAAAHKGp%2BEB,1.0,100.0
590,AoIIAAAAAHbRmOEB,1.0,100.0
591,AoIIAAAAAHf2guEB,1.0,100.0
592,AoIIAAAAAHGw9OAB,1.0,100.0
593,AoIIAAAAAHHL4uAB,1.0,100.0
594,AoIIAAAAAHfX0eAB,1.0,100.0
595,AoIIAAAAAH7Zv%2BAB,1.0,100.0
596,AoIIAAAAAHi0suAB,1.0,100.0
597,AoIIAAAAAHqwouAB,1.0,100.0
598,AoIIAAAAAHSSk%2BAB,1.0,100.0
599,AoIIAAAAAHyzgeAB,1.0,100.0
600,AoIIAAAAAHbK7t8B,1.0,100.0
601,AoIIAAAAAHL84t8B,1.0,100.0
602,AoIIAAAAAHC41d8B,1.0,100.0
603,AoIIAAAAAHbXxd8B,1.0,100.0
604,AoIIAAAAAHeRud8B,1.0,100.0
605,AoIIAAAAAHzkqd8B,1.0,100.0
606,AoIIAAAAAH3and8B,1.0,100.0
607,AoIIAAAAAHGKlt8B,1.0,100.0
608,AoIIAAAAAHecjN8B,1.0,100.0
609,AoIIAAAAAHLygt8B,1.0,100.0
610,AoIIAAAAAH/l%2BN4B,1.0,100.0
611,AoIIAAAAAHmp794B,1.0,100.0
612,AoIIAAAAAHzy2d4B,1.0,100.0
613,AoIIAAAAAHvMyd4B,1.0,100.0
614,AoIIAAAAAHaKvN4B,1.0,100.0
615,AoIIAAAAAHDgq94B,1.0,100.0
616,AoIIAAAAAH2Qm94B,1.0,100.0
617,AoIIAAAAAHblid4B,1.0,100.0
618,AoIIAAAAAHGU8N0B,1.0,100.0
619,AoIIAAAAAHDm3d0B,1.0,100.0
620,AoIIAAAAAHmTy90B,1.0,100.0
621,AoIIAAAAAH3fvt0B,1.0,100.0
622,AoIIAAAAAHfjsN0B,1.0,100.0
623,AoIIAAAAAHPEo90B,1.0,100.0
624,AoIIAAAAAHCZlN0B,1.0,100.0
625,AoIIAAAAAHP7/9wB,1.0,100.0
626,AoIIAAAAAHTa6dwB,1.0,100.0
627,AoIIAAAAAH6w2dwB,1.0,100.0
628,AoIIAAAAAHKc0NwB,1.0,100.0
629,AoIIAAAAAHuEwNwB,1.0,100.0
630,AoIIAAAAAHPQsdwB,1.0,100.0
631,AoIIAAAAAH6OotwB,1.0,100.0
632,AoIIAAAAAHHLldwB,1.0,100.0
633,AoIIAAAAAHzAhtwB,1.0,100.0
634,AoIIAAAAAHz3/NsB,1.0,100.0
635,AoIIAAAAAH%2BJ7dsB,1.0,100.0
636,AoIIAAAAAHjE2NsB,1.0,100.0
637,AoIIAAAAAHPgxdsB,1.0,100.0
638,AoIIAAAAAHyErdsB,1.0,100.0
639,AoIIAAAAAHa6ktsB,1.0,100.0
640,AoIIAAAAAH7g/NoB,1.0,100.0
641,AoIIAAAAAHfQ69oB,1.0,100.0
642,AoIIAAAAAHSO1doB,1.0,100.0
643,AoIIAAAAAHPau9oB,1.0,100.0
644,AoIIAAAAAHjsqdoB,1.0,100.0
645,AoIIAAAAAHjRkdoB,1.0,100.0
646,AoIIAAAAAHno/dkB,1.0,100.0
647,AoIIAAAAAHbl7NkB,1.0,100.0
648,AoIIAAAAAHju29kB,1.0,100.0
649,AoIIAAAAAHygxtkB,1.0,100.0
650,AoIIAAAAAHycuNkB,1.0,100.0
651,AoIIAAAAAHGzpdkB,1.0,100.0
652,AoIIAAAAAHfeldkB,1.0,100.0
653,AoIIAAAAAHTCgNkB,1.0,100.0
654,AoIIAAAAAHvn8dgB,1.0,100.0
655,AoIIAAAAAHPV3NgB,1.0,100.0
656,AoIIAAAAAHqlzdgB,1.0,100.0
657,AoIIAAAAAHzYt9gB,1.0,100.0
658,AoIIAAAAAHW4r9gB,1.0,100.0
659,AoIIAAAAAHffndgB,1.0,100.0
660,AoIIAAAAAHGBktgB,1.0,100.0
661,AoIIAAAAAH/EgtgB,1.0,100.0
662,AoIIAAAAAHzD9NcB,1.0,100.0
663,AoIIAAAAAHvj6NcB,1.0,100.0
664,AoIIAAAAAH2G19cB,1.0,100.0
665,AoIIAAAAAHzbztcB,1.0,100.0
666,AoIIAAAAAHvrw9cB,1.0,100.0
667,AoIIAAAAAHbNsNcB,1.0,100.0
668,AoIIAAAAAHD4qNcB,1.0,100.0
669,AoIIAAAAAH7nndcB,1.0,100.0
670,AoIIAAAAAH3xkNcB,1.0,100.0
671,AoIIAAAAAHHjgtcB,1.0,100.0
672,AoIIAAAAAHmR9tYB,1.0,100.0
673,AoIIAAAAAHzD7dYB,1.0,100.0
674,AoIIAAAAAHrk4dYB,1.0,100.0
675,AoIIAAAAAHvn1NYB,1.0,100.0
676,AoIIAAAAAHn8w9YB,1.0,100.0
677,AoIIAAAAAHHquNYB,1.0,100.0
678,AoIIAAAAAHvBr9YB,1.0,100.0
679,AoIIAAAAAH/4pNYB,1.0,100.0
680,AoIIAAAAAHfil9YB,1.0,100.0
681,AoIIAAAAAHv0iNYB,1.0,100.0
682,AoIIAAAAAH3p/tUB,1.0,100.0
683,AoIIAAAAAHDd%2BdUB,1.0,100.0
684,AoIIAAAAAH3p89UB,1.0,100.0
685,AoIIAAAAAH/w79UB,1.0,100.0
686,AoIIAAAAAHnf6dUB,1.0,100.0
687,AoIIAAAAAHSr2tUB,1.0,100.0
688,AoIIAAAAAHXQzNUB,1.0,100.0
689,AoIIAAAAAH/jvdUB,1.0,100.0
690,AoIIAAAAAHPLtNUB,1.0,100.0
691,AoIIAAAAAHLIrdUB,1.0,100.0
692,AoIIAAAAAHyZptUB,1.0,100.0
693,AoIIAAAAAHiLj9UB,1.0,100.0
694,AoIIAAAAAHyU/tQB,1.0,100.0
695,AoIIAAAAAHak7NQB,1.0,100.0
696,AoIIAAAAAHDX3dQB,1.0,100.0
697,AoIIAAAAAHiCttQB,1.0,100.0
698,AoIIAAAAAHawhNQB,1.0,100.0
699,AoIIAAAAAH3%2B1tMB,1.0,100.0
700,AoIIAAAAAHrOq9MB,1.0,100.0
701,AoIIAAAAAHaT8dIB,1.0,100.0
702,AoIIAAAAAHe56dEB,1.0,100.0
703,AoIIAAAAAHHJxtEB,1.0,100.0
704,AoIIAAAAAHLlmtEB,1.0,100.0
705,AoIIAAAAAHjE59AB,1.0,100.0
706,AoIIAAAAAHm/u9AB,1.0,100.0
707,AoIIAAAAAHzdktAB,1.0,100.0
708,AoIIAAAAAHHe5c8B,1.0,100.0
709,AoIIAAAAAHfkwc8B,1.0,100.0
710,AoIIAAAAAH3MqM8B,1.0,100.0
711,AoIIAAAAAHmWjs8B,1.0,100.0
712,AoIIAAAAAHWm684B,1.0,100.0
713,AoIIAAAAAHCF1M4B,1.0,100.0
714,AoIIAAAAAHm9vM4B,1.0,100.0
715,AoIIAAAAAHaGpc4B,1.0,100.0
716,AoIIAAAAAH/TjM4B,1.0,100.0
717,AoIIAAAAAHm89s0B,1.0,100.0
718,AoIIAAAAAHSr4s0B,1.0,100.0
719,AoIIAAAAAHSy1c0B,1.0,100.0
720,AoIIAAAAAHXYy80B,1.0,100.0
721,AoIIAAAAAHvBwc0B,1.0,100.0
722,AoIIAAAAAH7fuM0B,1.0,100.0
723,AoIIAAAAAHOQq80B,1.0,100.0
724,AoIIAAAAAH/dmc0B,1.0,100.0
725,AoIIAAAAAHbGh80B,1.0,100.0
726,AoIIAAAAAHb6/MwB,1.0,100.0
727,AoIIAAAAAHCl8cwB,1.0,100.0
728,AoIIAAAAAHSZ48wB,1.0,100.0
729,AoIIAAAAAH7p0MwB,1.0,100.0
730,AoIIAAAAAHbHwMwB,1.0,100.0
731,AoIIAAAAAH62tMwB,1.0,100.0
732,AoIIAAAAAHvWqMwB,1.0,100.0
733,AoIIAAAAAHL0nMwB,1.0,100.0
734,AoIIAAAAAH3Tj8wB,1.0,100.0
735,AoIIAAAAAHqCgMwB,1.0,100.0
736,AoIIAAAAAH/V9ssB,1.0,100.0
737,AoIIAAAAAHi668sB,1.0,100.0
738,AoIIAAAAAH%2BQ38sB,1.0,100.0
739,AoIIAAAAAHaK0ssB,1.0,100.0
740,AoIIAAAAAHSfxMsB,1.0,100.0
741,AoIIAAAAAH6NtssB,1.0,100.0
742,AoIIAAAAAHCQqssB,1.0,100.0
743,AoIIAAAAAHjeoMsB,1.0,100.0
744,AoIIAAAAAHD7lssB,1.0,100.0
745,AoIIAAAAAHTKi8sB,1.0,100.0
746,AoIIAAAAAHj3/8oB,1.0,100.0
747,AoIIAAAAAHj59coB,1.0,100.0
748,AoIIAAAAAH/k6soB,1.0,100.0
749,AoIIAAAAAH6u38oB,1.0,100.0
750,AoIIAAAAAHf208oB,1.0,100.0
751,AoIIAAAAAH2xyMoB,1.0,100.0
752,AoIIAAAAAHHAvcoB,1.0,100.0
753,AoIIAAAAAHCwtcoB,1.0,100.0
754,AoIIAAAAAHzkrMoB,1.0,100.0
755,AoIIAAAAAHrCpMoB,1.0,100.0
756,AoIIAAAAAHLqmsoB,1.0,100.0
757,AoIIAAAAAHDUkcoB,1.0,100.0
758,AoIIAAAAAHikisoB,1.0,100.0
759,AoIIAAAAAHehgMoB,1.0,100.0
760,AoIIAAAAAH3k9ckB,1.0,100.0
761,AoIIAAAAAHuO68kB,1.0,100.0
762,AoIIAAAAAHiK48kB,1.0,100.0
763,AoIIAAAAAHzQ2ckB,1.0,100.0
764,AoIIAAAAAHer0ckB,1.0,100.0
765,AoIIAAAAAHGjyMkB,1.0,100.0
766,AoIIAAAAAHW4wMkB,1.0,100.0
767,AoIIAAAAAHj4tskB,1.0,100.0
768,AoIIAAAAAHC7rckB,1.0,100.0
769,AoIIAAAAAH6Oo8kB,1.0,100.0
770,AoIIAAAAAHu2mskB,1.0,100.0
771,AoIIAAAAAHj/k8kB,1.0,100.0
772,AoIIAAAAAHqujckB,1.0,100.0
773,AoIIAAAAAHv5hskB,1.0,100.0
774,AoIIAAAAAHHP/8gB,1.0,100.0
775,AoIIAAAAAHWq%2BMgB,1.0,100.0
776,AoIIAAAAAHCG8cgB,1.0,100.0
777,AoIIAAAAAHGW6sgB,1.0,100.0
778,AoIIAAAAAHy84cgB,1.0,100.0
779,AoIIAAAAAHip2sgB,1.0,100.0
780,AoIIAAAAAHaF0cgB,1.0,100.0
781,AoIIAAAAAHTvx8gB,1.0,100.0
782,AoIIAAAAAHSSwsgB,1.0,100.0
783,AoIIAAAAAHjiusgB,1.0,100.0
784,AoIIAAAAAHOTtMgB,1.0,100.0
785,AoIIAAAAAHDSrMgB,1.0,100.0
786,AoIIAAAAAHjJn8gB,1.0,100.0
787,AoIIAAAAAHSBk8gB,1.0,100.0
788,AoIIAAAAAHn9g8gB,1.0,100.0
789,AoIIAAAAAHqW88cB,1.0,100.0
790,AoIIAAAAAHbY4scB,1.0,100.0
791,AoIIAAAAAHHE08cB,1.0,100.0
792,AoIIAAAAAHHfxscB,1.0,100.0
793,AoIIAAAAAHehuccB,1.0,100.0
794,AoIIAAAAAH7JrscB,1.0,100.0
795,AoIIAAAAAHeZpMcB,1.0,100.0
796,AoIIAAAAAHLJl8cB,1.0,100.0
797,AoIIAAAAAHmojMcB,1.0,100.0
798,AoIIAAAAAH2UgccB,1.0,100.0
799,AoIIAAAAAHCg9cYB,1.0,100.0
800,AoIIAAAAAH/15cYB,1.0,100.0
801,AoIIAAAAAHmW2sYB,1.0,100.0
802,AoIIAAAAAHL5ycYB,1.0,100.0
803,AoIIAAAAAHfyusYB,1.0,100.0
804,AoIIAAAAAHSAq8YB,1.0,100.0
805,AoIIAAAAAHvdm8YB,1.0,100.0
806,AoIIAAAAAHDkjMYB,1.0,100.0
807,AoIIAAAAAH6F%2BsUB,1.0,100.0
808,AoIIAAAAAHSV6MUB,1.0,100.0
809,AoIIAAAAAHXx18UB,1.0,100.0
810,AoIIAAAAAHzIw8UB,1.0,100.0
811,AoIIAAAAAHrns8UB,1.0,100.0
812,AoIIAAAAAHS3osUB,1.0,100.0
813,AoIIAAAAAHT7k8UB,1.0,100.0
814,AoIIAAAAAHnVh8UB,1.0,100.0
815,AoIIAAAAAH2Z/MQB,1.0,100.0
816,AoIIAAAAAHrq8MQB,1.0,100.0
817,AoIIAAAAAHnU5cQB,1.0,100.0
818,AoIIAAAAAHmt2cQB,1.0,100.0
819,AoIIAAAAAH6hv8QB,1.0,100.0
820,AoIIAAAAAH7HlsQB,1.0,100.0
821,AoIIAAAAAHK72MMB,1.0,100.0
822,AoIIAAAAAHyBrcMB,1.0,100.0
823,AoIIAAAAAHj%2Bg8MB,1.0,100.0
824,AoIIAAAAAHf32cIB,1.0,100.0
825,AoIIAAAAAHm7rcIB,1.0,100.0
826,AoIIAAAAAHGyhsIB,1.0,100.0
827,AoIIAAAAAHnm2MEB,1.0,100.0
828,AoIIAAAAAHDbs8EB,1.0,100.0
829,AoIIAAAAAHeFh8EB,1.0,100.0
830,AoIIAAAAAHOy2sAB,1.0,100.0
831,AoIIAAAAAHywpcAB,1.0,100.0
832,AoIIAAAAAH7F7r8B,1.0,100.0
833,AoIIAAAAAHLVy78B,1.0,100.0
834,AoIIAAAAAHDgpL8B,1.0,100.0
835,AoIIAAAAAH%2Bkib8B,1.0,100.0
836,AoIIAAAAAH6B474B,1.0,100.0
837,AoIIAAAAAHX3v74B,1.0,100.0
838,AoIIAAAAAHHim74B,1.0,100.0
839,AoIIAAAAAHfc6r0B,1.0,100.0
840,AoIIAAAAAHqnwL0B,1.0,100.0
841,AoIIAAAAAHicmb0B,1.0,100.0
842,AoIIAAAAAHHD7bwB,1.0,100.0
843,AoIIAAAAAHeXvbwB,1.0,100.0
844,AoIIAAAAAHOHjLwB,1.0,100.0
845,AoIIAAAAAHig4bsB,1.0,100.0
846,AoIIAAAAAH2Lr7sB,1.0,100.0
847,AoIIAAAAAHjg8roB,1.0,100.0
848,AoIIAAAAAHGyw7oB,1.0,100.0
849,AoIIAAAAAHPblboB,1.0,100.0
850,AoIIAAAAAHu27bkB,1.0,100.0
851,AoIIAAAAAHrIyrkB,1.0,100.0
852,AoIIAAAAAHLsobkB,1.0,100.0
853,AoIIAAAAAH%2By%2BbgB,1.0,100.0
854,AoIIAAAAAHuH1bgB,1.0,100.0
855,AoIIAAAAAHycsLgB,1.0,100.0
856,AoIIAAAAAHb6h7gB,1.0,100.0
857,AoIIAAAAAHDl5rcB,1.0,100.0
858,AoIIAAAAAH6BzLcB,1.0,100.0
859,AoIIAAAAAHGuqbcB,1.0,100.0
860,AoIIAAAAAHytj7cB,1.0,100.0
861,AoIIAAAAAHrL7bYB,1.0,100.0
862,AoIIAAAAAHKmy7YB,1.0,100.0
863,AoIIAAAAAHbFqbYB,1.0,100.0
864,AoIIAAAAAH/fgLYB,1.0,100.0
865,AoIIAAAAAHDU4bUB,1.0,100.0
866,AoIIAAAAAHfuwbUB,1.0,100.0
867,AoIIAAAAAHi1o7UB,1.0,100.0
868,AoIIAAAAAHet97QB,1.0,100.0
869,AoIIAAAAAHe2vrQB,1.0,100.0
870,AoIIAAAAAH%2Bwo7QB,1.0,100.0
871,AoIIAAAAAHvUg7QB,1.0,100.0
872,AoIIAAAAAH%2BG67MB,1.0,100.0
873,AoIIAAAAAH774LMB,1.0,100.0
874,AoIIAAAAAHPW2LMB,1.0,100.0
875,AoIIAAAAAHq407MB,1.0,100.0
876,AoIIAAAAAH3QzbMB,1.0,100.0
877,AoIIAAAAAHG6xrMB,1.0,100.0
878,AoIIAAAAAH61v7MB,1.0,100.0
879,AoIIAAAAAHO9trMB,1.0,100.0
880,AoIIAAAAAHeJrrMB,1.0,100.0
881,AoIIAAAAAH/iprMB,1.0,100.0
882,AoIIAAAAAHbBobMB,1.0,100.0
883,AoIIAAAAAHbemrMB,1.0,100.0
884,AoIIAAAAAH6flLMB,1.0,100.0
885,AoIIAAAAAHDvi7MB,1.0,100.0
886,AoIIAAAAAHujgrMB,1.0,100.0
887,AoIIAAAAAH7Y9rIB,1.0,100.0
888,AoIIAAAAAH7A7bIB,1.0,100.0
889,AoIIAAAAAHHc5bIB,1.0,100.0
890,AoIIAAAAAHHZ37IB,1.0,100.0
891,AoIIAAAAAHS92bIB,1.0,100.0
892,AoIIAAAAAHrM0rIB,1.0,100.0
893,AoIIAAAAAH75yrIB,1.0,100.0
894,AoIIAAAAAHPUwrIB,1.0,100.0
895,AoIIAAAAAHvCubIB,1.0,100.0
896,AoIIAAAAAHvHsbIB,1.0,100.0
897,AoIIAAAAAHWgq7IB,1.0,100.0
898,AoIIAAAAAHfToLIB,1.0,100.0
899,AoIIAAAAAHzTmLIB,1.0,100.0
900,AoIIAAAAAHD5k7IB,1.0,100.0
901,AoIIAAAAAH7Rj7IB,1.0,100.0
902,AoIIAAAAAHHPirIB,1.0,100.0
903,AoIIAAAAAHDshLIB,1.0,100.0
904,AoIIAAAAAHSggLIB,1.0,100.0
905,AoIIAAAAAH6u%2BbEB,1.0,100.0
906,AoIIAAAAAHvI87EB,1.0,100.0
907,AoIIAAAAAHPS67EB,1.0,100.0
908,AoIIAAAAAHmw47EB,1.0,100.0
909,AoIIAAAAAHSJ3LEB,1.0,100.0
910,AoIIAAAAAHn707EB,1.0,100.0
911,AoIIAAAAAH%2BEzLEB,1.0,100.0
912,AoIIAAAAAHyDxbEB,1.0,100.0
913,AoIIAAAAAHePv7EB,1.0,100.0
914,AoIIAAAAAHuUubEB,1.0,100.0
915,AoIIAAAAAHGJtLEB,1.0,100.0
916,AoIIAAAAAHH%2BrrEB,1.0,100.0
917,AoIIAAAAAHfKqrEB,1.0,100.0
918,AoIIAAAAAHC9pbEB,1.0,100.0
919,AoIIAAAAAHOtoLEB,1.0,100.0
920,AoIIAAAAAHGKm7EB,1.0,100.0
921,AoIIAAAAAHXmlLEB,1.0,100.0
922,AoIIAAAAAH%2B8jrEB,1.0,100.0
923,AoIIAAAAAHH2h7EB,1.0,100.0
924,AoIIAAAAAHnQgbEB,1.0,100.0
925,AoIIAAAAAHur%2B7AB,1.0,100.0
926,AoIIAAAAAHHq87AB,1.0,100.0
927,AoIIAAAAAHbg7rAB,1.0,100.0
928,AoIIAAAAAHj757AB,1.0,100.0
929,AoIIAAAAAHTK4bAB,1.0,100.0
930,AoIIAAAAAHKF3LAB,1.0,100.0
931,AoIIAAAAAHbe1LAB,1.0,100.0
932,AoIIAAAAAHqqzrAB,1.0,100.0
933,AoIIAAAAAHLHxrAB,1.0,100.0
934,AoIIAAAAAH/Pv7AB,1.0,100.0
935,AoIIAAAAAHPxuLAB,1.0,100.0
936,AoIIAAAAAHywsrAB,1.0,100.0
937,AoIIAAAAAHzZq7AB,1.0,100.0
938,AoIIAAAAAHOjpbAB,1.0,100.0
939,AoIIAAAAAHa1oLAB,1.0,100.0
940,AoIIAAAAAHDjm7AB,1.0,100.0
941,AoIIAAAAAH3ulrAB,1.0,100.0
942,AoIIAAAAAH6wkrAB,1.0,100.0
943,AoIIAAAAAH7qjbAB,1.0,100.0
944,AoIIAAAAAHX/iLAB,1.0,100.0
945,AoIIAAAAAHPtg7AB,1.0,100.0
946,AoIIAAAAAHXN/68B,1.0,100.0
947,AoIIAAAAAH7e%2Bq8B,1.0,100.0
948,AoIIAAAAAHOt9q8B,1.0,100.0
949,AoIIAAAAAHa78a8B,1.0,100.0
950,AoIIAAAAAH%2Bz7K8B,1.0,100.0
951,AoIIAAAAAHHw6K8B,1.0,100.0
952,AoIIAAAAAHCY5K8B,1.0,100.0
953,AoIIAAAAAHjR368B,1.0,100.0
954,AoIIAAAAAHvM268B,1.0,100.0
955,AoIIAAAAAHrR1q8B,1.0,100.0
956,AoIIAAAAAHvD0q8B,1.0,100.0
957,AoIIAAAAAHvFza8B,1.0,100.0
958,AoIIAAAAAHqOyK8B,1.0,100.0
959,AoIIAAAAAHinw68B,1.0,100.0
960,AoIIAAAAAH7Qvq8B,1.0,100.0
961,AoIIAAAAAH78uK8B,1.0,100.0
962,AoIIAAAAAHbQsq8B,1.0,100.0
963,AoIIAAAAAHXKrK8B,1.0,100.0
964,AoIIAAAAAHiUpa8B,1.0,100.0
965,AoIIAAAAAHDunK8B,1.0,100.0
966,AoIIAAAAAHafhq8B,1.0,100.0
967,AoIIAAAAAH7W7K4B,1.0,100.0
968,AoIIAAAAAHSY1a4B,1.0,100.0
969,AoIIAAAAAH3Rw64B,1.0,100.0
970,AoIIAAAAAHmYsq4B,1.0,100.0
971,AoIIAAAAAHG2gK4B,1.0,100.0
972,AoIIAAAAAH6s0K0B,1.0,100.0
973,AoIIAAAAAHCprK0B,1.0,100.0
974,AoIIAAAAAHCXhK0B,1.0,100.0
975,AoIIAAAAAHWH4qwB,1.0,100.0
976,AoIIAAAAAHvXxqwB,1.0,100.0
977,AoIIAAAAAHKIoKwB,1.0,100.0
978,AoIIAAAAAH2z%2BqsB,1.0,100.0
979,AoIIAAAAAHyi06sB,1.0,100.0
980,AoIIAAAAAH2kp6sB,1.0,100.0
981,AoIIAAAAAHvS%2BqoB,1.0,100.0
982,AoIIAAAAAHXE16oB,1.0,100.0
983,AoIIAAAAAHC0uqoB,1.0,100.0
984,AoIIAAAAAHGrnKoB,1.0,100.0
985,AoIIAAAAAHTk9akB,1.0,100.0
986,AoIIAAAAAHH716kB,1.0,100.0
987,AoIIAAAAAH2OvKkB,1.0,100.0
988,AoIIAAAAAH7SnqkB,1.0,100.0
989,AoIIAAAAAHD6/qgB,1.0,100.0
990,AoIIAAAAAH383KgB,1.0,100.0
991,AoIIAAAAAHmjuKgB,1.0,100.0
992,AoIIAAAAAHb4mqgB,1.0,100.0
993,AoIIAAAAAHfq%2B6cB,1.0,100.0
994,AoIIAAAAAH7h56cB,1.0,100.0
995,AoIIAAAAAHSv1acB,1.0,100.0
996,AoIIAAAAAHzqxKcB,1.0,100.0
997,AoIIAAAAAH/RqacB,1.0,100.0
998,AoIIAAAAAHv0k6cB,1.0,100.0
999,AoIIAAAAAHW0%2B6YB,1.0,100.0
1000,AoIIAAAAAH/B6KYB,1.0,100.0
1001,AoIIAAAAAHnW1qYB,1.0,100.0
1002,AoIIAAAAAHiWyKYB,1.0,100.0
1003,AoIIAAAAAHyptqYB,1.0,100.0
1004,AoIIAAAAAH64pqYB,1.0,100.0
1005,AoIIAAAAAHq6k6YB,1.0,100.0
1006,AoIIAAAAAHr2/6UB,1.0,100.0
1007,AoIIAAAAAHyy76UB,1.0,100.0
1008,AoIIAAAAAHT836UB,1.0,100.0
1009,AoIIAAAAAHvgy6UB,1.0,100.0
1010,AoIIAAAAAH62tKUB,1.0,100.0
1011,AoIIAAAAAHTqk6UB,1.0,100.0
1012,AoIIAAAAAHP/6aQB,1.0,100.0
1013,AoIIAAAAAHjDwqQB,1.0,100.0
1014,AoIIAAAAAHfSoKQB,1.0,100.0
1015,AoIIAAAAAH%2Bf8qMB,1.0,100.0
1016,AoIIAAAAAH/V0aMB,1.0,100.0
1017,AoIIAAAAAHfzs6MB,1.0,100.0
1018,AoIIAAAAAHf3lqMB,1.0,100.0
1019,AoIIAAAAAH7C/6IB,1.0,100.0
1020,AoIIAAAAAHu04aIB,1.0,100.0
1021,AoIIAAAAAHn9t6IB,1.0,100.0
1022,AoIIAAAAAHLUj6IB,1.0,100.0
